============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> Carbon(  6 um) ==============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 5883  1 .1682329E+07   6000124E-02 -.1285E+04  .5273E+02   .9995970 -.0283872 -.0000525
T 5884  1 .1682475E+07   6000167E-02  .2779E+03  .4926E+02   .9998737  .0155135  .0034536
T 5885  1 .1697943E+07   6000071E-02  .1093E+03  .4864E+03   .9996404 -.0127528  .0235887
T 5886  1 .1700048E+07   6000155E-02  .5795E+03 -.4477E+03   .9997264  .0162312 -.0168452
T 5887  1 .1683645E+07   6000017E-02 -.5506E+03 -.4558E+03   .9999310 -.0117463 -.0002375
T 5888  1 .1679031E+07   6000024E-02 -.1424E+03  .1019E+03   .9999139  .0095382  .0090078
T 5889  1 .1686600E+07   6000155E-02 -.4048E+03 -.2931E+03   .9994049 -.0294208 -.0180083
T 5890  1 .1687947E+07   6000076E-02 -.2695E+03 -.3356E+03   .9998830 -.0147879 -.0039109
T 5891  1 .1365183E+07   6000038E-02 -.2132E+05 -.4025E+05   .5795166 -.3785461 -.7217086
T 5892  1 .1705797E+07   6000084E-02 -.1334E+03  .6244E+03   .9996846 -.0093239  .0233205
T 5893  1 .1692584E+07   6000150E-02  .1965E+02 -.1381E+03   .9999839  .0043768 -.0036207
T 5894  1 .1701723E+07   6000070E-02  .1864E+03 -.7312E+03   .9995026  .0050339 -.0311320
T 5895  1 .1694175E+07   6000040E-02  .2695E+03  .1302E+03   .9999739 -.0063966  .0033525
T 5896  1 .1674523E+07   6000146E-02 -.8834E+00  .2258E+03   .9999526 -.0095919 -.0016889
T 5897  1 .1717289E+07   6000058E-02  .3116E+03  .1245E+03   .9999540 -.0046502  .0083851
T 5898  1 .1691759E+07   6000054E-02 -.4064E+03  .1553E+03   .9999425 -.0045817  .0096942
T 5899  1 .1664303E+07   6000076E-02 -.3383E+02  .5466E+03   .9999594  .0003262  .0090084
T 5900  1 .1682441E+07   6000118E-02 -.2203E+03 -.7748E+02   .9998864 -.0101569 -.0111337
T 5901  1 .1698249E+07   6000132E-02  .1019E+04  .7141E+03   .9995240  .0143329  .0273186
T 5902  1 .1667827E+07   6000008E-02 -.9968E+03 -.1035E+04   .9970123 -.0533966 -.0558144
T 5903  1 .1657983E+07   6000154E-02 -.3021E+03  .4711E+02   .9999310 -.0113137  .0031500
T 5904  1 .1688126E+07   6000022E-02 -.1492E+03 -.2798E+03   .9997332 -.0192451 -.0127712
T 5905  1 .1674284E+07   6000046E-02 -.2942E+03 -.1322E+03   .9999279 -.0119098 -.0015584
T 5906  1 .1665414E+07   6000048E-02 -.3926E+03  .2665E+03   .9997045 -.0212385  .0118248
T 5907  1 .1696622E+07   6000027E-02 -.8221E+02 -.1867E+03   .9999793  .0064084  .0005422
T 5908  1 .1647995E+07   6000176E-02  .1793E+03  .1478E+03   .9999932  .0033227 -.0015853
T 5909  1 .1694529E+07   6000015E-02 -.8161E+03  .3620E+03   .9997980 -.0148543  .0135417
T 5910  1 .1682931E+07   6000157E-02  .2845E+03  .9915E+02   .9999909  .0041171  .0011176
T 5911  1 .1696783E+07   6000163E-02  .3565E+03  .1917E+03   .9998725  .0136735  .0082486
T 5912  1 .1686733E+07   6000032E-02 -.2041E+03  .3639E+03   .9997104 -.0097298  .0220113
T 5913  1 .1683406E+07   6000058E-02  .3154E+03  .7987E+02   .9999676 -.0080153 -.0007072
T 5914  1 .1663636E+07   6000070E-02  .3328E+03 -.2102E+03   .9999448  .0083375 -.0063967
T 5915  1 .1701716E+07   6000033E-02 -.1031E+03 -.7265E+02   .9999314  .0052593 -.0104645
T 5916  1 .1699318E+07   6000068E-02 -.2973E+03 -.2452E+03   .9997924 -.0021451 -.0202612
T 5917  1 .1681563E+07   6000127E-02  .2550E+03  .5769E+03   .9998258  .0086757  .0165247
T 5918  1 .1697406E+07   6000109E-02 -.1002E+03 -.1983E+03   .9999723 -.0049439 -.0055597
T 5919  1 .1648153E+07   6000145E-02 -.2575E+03 -.3871E+02   .9999723 -.0044544  .0059639
T 5920  1 .1677928E+07   6000113E-02  .9703E+03  .2062E+03   .9996057  .0263580  .0096794
T 5921  1 .1679060E+07   6000125E-02  .3369E+03 -.7772E+03   .9994612  .0223457 -.0240405
T 5922  1 .1695127E+07   6000049E-02 -.3896E+03  .3389E+03   .9997371 -.0080593  .0214653
T 5923  1 .1678640E+07   6000006E-02  .1967E+03 -.1391E+03   .9999681  .0079883  .0001976
T 5924  1 .1699647E+07   6000111E-02  .1146E+02  .5217E+03   .9999817  .0055114  .0024982
T 5925  1 .1682764E+07   6000144E-02  .6358E+02 -.9738E+02   .9999979  .0013591  .0015455
T 5926  1 .1663761E+07   6000147E-02  .1215E+03 -.1292E+03   .9999795  .0018914 -.0061152
T 5927  1 .1689678E+07   6000015E-02 -.1659E+03  .5607E+02   .9998847  .0014641  .0151139
T 5928  1 .1668097E+07   6000162E-02  .4722E+02  .4787E+03   .9996266  .0059311  .0266722
T 5929  1 .1676306E+07   6000125E-02 -.5286E+03  .3704E+03   .9997310 -.0113088  .0202488
T 5930  1 .1684935E+07   6000022E-02  .7477E+03  .2685E+03   .9997690  .0213265  .0026690
T 5931  1 .1693580E+07   6000032E-02  .5209E+03 -.9955E+02   .9996611  .0252487 -.0063452
T 5932  1 .1686387E+07   6000111E-02 -.5114E+03  .7290E+02   .9998645 -.0164466  .0006342
T 5933  1 .1669615E+07   6000014E-02  .8194E+02 -.3266E+03   .9998734  .0155674  .0032795
T 5934  1 .1699887E+07   6000010E-02  .4062E+03  .3929E+03   .9992835  .0281064  .0253470
T 5935  1 .1664651E+07   6000034E-02 -.2638E+03  .6517E+02   .9999443 -.0092471 -.0050802
T 5936  1 .1699249E+07   6000011E-02  .1262E+03  .9988E+03   .9992671  .0236861  .0300702
T 5937  1 .1689226E+07   6000015E-02  .1329E+03  .2354E+03   .9999983 -.0001234  .0018667
T 5938  1 .1691243E+07   6000113E-02  .2461E+03  .1554E+03   .9999567  .0084314  .0039264
T 5939  1 .1703990E+07   6000149E-02  .9844E+01  .4395E+03   .9999502  .0061141  .0078917
T 5940  1 .1702170E+07   6000087E-02  .9059E+02 -.1636E+03   .9999208  .0105266 -.0068963
T 5941  1 .1687549E+07   6000132E-02  .6542E+00  .1227E+03   .9999569  .0060830  .0070087
T 5942  1 .1673633E+07   6000047E-02  .1271E+03 -.1087E+04   .9997106  .0138774 -.0196499
T 5943  1 .1688523E+07   6000072E-02 -.3271E+03 -.8755E+02   .9998406 -.0116802 -.0135005
T 5944  1 .1666284E+07   6000154E-02  .7939E+03 -.1001E+03   .9993980  .0233341  .0256744
T 5945  1 .1688700E+07   6000007E-02 -.2136E+02  .7888E+03   .9997215 -.0021531  .0235025
T 5946  1 .1700696E+07   6000066E-02 -.1949E+03 -.8977E+02   .9999992  .0012265 -.0000282
T 5947  1 .1706392E+07   6000163E-02  .6684E+03 -.6599E+03   .9997287  .0185649 -.0140634
T 5948  1 .1693147E+07   6000164E-02 -.5198E+02  .9710E+03   .9996771  .0029449  .0252376
T 5949  1 .1700811E+07   6000054E-02  .1812E+03 -.1526E+03   .9998798 -.0061032 -.0142520
T 5950  1 .1681654E+07   6000064E-02 -.4329E+03 -.8592E+02   .9999834 -.0046498 -.0034148
T 5951  1 .1682541E+07   6000072E-02  .4070E+03  .4303E+03   .9983063 -.0042624  .0580199
T 5952  1 .1664140E+07   6000092E-02  .7479E+03  .3054E+03   .9995846  .0217796  .0188765
T 5953  1 .1675984E+07   6000054E-02 -.1182E+03 -.1188E+03   .9999314  .0077216 -.0088098
T 5954  1 .1685469E+07   6000130E-02 -.1856E+03  .1867E+03   .9999424 -.0105705  .0018821
T 5955  1 .1698567E+07   6000167E-02 -.1390E+03 -.3096E+03   .9998919 -.0069225 -.0129684
T 5956  1 .1693470E+07   6000156E-02 -.3921E+03  .1090E+03   .9999003 -.0117320  .0078599
T 5957  1 .1675053E+07   6000072E-02  .1268E+03 -.3820E+03   .9999872  .0031966 -.0039328
T 5958  1 .1686806E+07   6000135E-02  .1651E+03 -.2169E+03   .9999615 -.0001606 -.0087689
T 5959  1 .1692994E+07   6000169E-02  .8788E+03 -.1428E+04   .9993325  .0197055 -.0307606
T 5960  1 .1678403E+07   6000166E-02  .9138E+03  .6027E+03   .9993316  .0297452  .0212508
T 5961  1 .1683562E+07   6000134E-02  .2948E+03 -.5782E+03   .9997665  .0095126 -.0194041
T 5962  1 .1699855E+07   6000100E-02  .1114E+04  .2535E+03   .9997849  .0204847 -.0032393
T 5963  1 .1690529E+07   6000016E-02  .1883E+03  .2969E+03   .9997824  .0097668  .0184301
T 5964  1 .1707370E+07   6000014E-02 -.1150E+04  .3931E+03   .9955253 -.0911055  .0250815
T 5965  1 .1679017E+07   6000018E-02 -.1898E+02 -.6888E+03   .9999180 -.0087769 -.0093296
T 5966  1 .1682346E+07   6000092E-02  .3652E+03  .3590E+03   .9999368  .0074733  .0083957
T 5967  1 .1668052E+07   6000077E-02 -.5913E+01  .3644E+03   .9999075  .0102773  .0089090
T 5968  1 .1698093E+07   6000124E-02 -.3478E+02  .7143E+03   .9995359  .0003836  .0304593
T 5969  1 .1691080E+07   6000019E-02  .4130E+03 -.9836E+02   .9999817  .0053407 -.0028507
T 5970  1 .1685979E+07   6000035E-02 -.7589E+03  .1461E+03   .9998021 -.0198757 -.0008782
T 5971  1 .1693635E+07   6000019E-02 -.3474E+03 -.1147E+03   .9991178 -.0419909  .0005788
T 5972  1 .1692870E+07   6000086E-02 -.5689E+02 -.9038E+02   .9998177  .0131521  .0138444
T 5973  1 .1687359E+07   6000049E-02  .9178E+02  .2767E+02   .9999213  .0125241  .0007135
T 5974  1 .1688125E+07   6000108E-02  .1223E+03 -.1220E+03   .9998410  .0178127  .0008470
T 5975  1 .1695109E+07   6000082E-02 -.1782E+03  .9099E+02   .9999794 -.0047728  .0042830
T 5976  1 .1692080E+07   6000112E-02 -.1677E+03 -.4369E+02   .9999035 -.0087973 -.0107554
T 5977  1 .1671814E+07   6000120E-02 -.1450E+03 -.1441E+03   .9995375 -.0149996 -.0264528
T 5978  1 .1676173E+07   6000093E-02  .2167E+03 -.1149E+02   .9998332  .0182547 -.0005278
T 5979  1 .1688468E+07   6000011E-02 -.3397E+03 -.1345E+03   .9999470 -.0081156  .0063425
T 5980  1 .1707645E+07   6000162E-02 -.4238E+03 -.3106E+03   .9998115 -.0172347 -.0089399
T 5981  1 .1657504E+07   6000073E-02  .8033E+03  .2663E+03   .9998623  .0163328 -.0029248
T 5982  1 .1674209E+07   6000034E-02 -.1651E+03  .2540E+03   .9999920 -.0026303 -.0030165
T 5983  1 .1674706E+07   6000061E-02 -.1878E+04  .6773E+03   .9992012 -.0381234  .0119839
T 5984  1 .1699692E+07   6000006E-02  .3441E+03  .2677E+03   .9998861  .0023232  .0149109
T 5985  1 .1665496E+07   6000147E-02 -.9545E+02 -.1404E+03   .9999790  .0026182  .0059334
T 5986  1 .1686034E+07   6000090E-02  .1201E+03  .1164E+03   .9999402  .0032218  .0104534
T 5987  1 .1702572E+07   6000020E-02 -.1456E+03 -.5352E+03   .9999034 -.0058285 -.0126214
T 5988  1 .1697592E+07   6000101E-02  .7378E+02 -.2097E+03   .9999028  .0095926 -.0101225
T 5989  1 .1693142E+07   6000009E-02  .4527E+03 -.2374E+03   .9998799  .0140340 -.0065749
T 5990  1 .1693064E+07   6000176E-02  .9077E+03  .1921E+03   .9992498  .0370557  .0112537
T 5991  1 .1673136E+07   6000150E-02 -.3000E+03  .3135E+03   .9999273 -.0004677  .0120503
T 5992  1 .1653905E+07   6000157E-02  .2170E+03  .2672E+03   .9999857 -.0049571  .0019955
T 5993  1 .1682159E+07   6000164E-02  .8984E+01 -.1432E+03   .9998887 -.0056248 -.0138166
T 5994  1 .1696380E+07   6000020E-02  .1141E+04  .1320E+04   .9992744  .0155544  .0347656
T 5995  1 .1672222E+07   6000158E-02  .5960E+03  .1052E+03   .9998661  .0137999  .0087946
T 5996  1 .1687522E+07   6000054E-02  .2411E+03 -.2146E+03   .9996945  .0164101 -.0184816
T 5997  1 .1693247E+07   6000108E-02  .8765E+02 -.7005E+02   .9998860  .0107596 -.0105978
T 5998  1 .1703516E+07   6000035E-02 -.2636E+03 -.2302E+03   .9995882 -.0066254 -.0279216
T 5999  1 .1709001E+07   6000014E-02 -.1544E+03  .7342E+02   .9999452 -.0102176 -.0022704
T 6000  1 .1689435E+07   6000075E-02  .7183E+02 -.8272E+03   .9996617  .0084553 -.0245960
T 6001  1 .1689165E+07   6000010E-02  .3026E+02 -.9143E+03   .9991871  .0061756 -.0398375
T 6002  1 .1694505E+07   6000144E-02  .5348E+02 -.1797E+03   .9999834  .0019268 -.0054337
T 6003  1 .1678439E+07   6000094E-02  .1190E+04 -.2179E+03   .9997157  .0227496 -.0071401
T 6004  1 .1684345E+07   6000147E-02 -.1939E+02  .1888E+03   .9999841  .0047454  .0030381
T 6005  1 .1681513E+07   6000073E-02  .3164E+03  .2757E+03   .9999105  .0029640  .0130448
T 6006  1 .1695154E+07   6000026E-02 -.6630E+03 -.1401E+03   .9997937 -.0203136 -.0000279
T 6007  1 .1672630E+07   6000122E-02  .8222E+02  .3611E+03   .9999829 -.0032102  .0048853
T 6008  1 .1700606E+07   6000006E-02 -.8965E+01  .3290E+02   .9994300  .0323632 -.0096120
T 6009  1 .1685826E+07   6000162E-02  .1755E+03 -.1884E+03   .9999777 -.0063138 -.0021788
T 6010  1 .1690445E+07   6000099E-02  .1708E+03  .2546E+03   .9999590 -.0034880 -.0083526
T 6011  1 .1689964E+07   6000047E-02  .1647E+03  .2454E+02   .9999657  .0079730 -.0022507
T 6012  1 .1711080E+07   6000119E-02 -.5808E+03 -.5060E+03   .9998584 -.0162472 -.0043849
T 6013  1 .1685015E+07   6000028E-02 -.1209E+03  .2296E+03   .9997592 -.0218019  .0025135
T 6014  1 .1689531E+07   6000129E-02  .3027E+03  .4457E+02   .9999621  .0087047  .0001138
T 6015  1 .1686613E+07   6000168E-02 -.3528E+02 -.9394E+03   .9997032 -.0028427 -.0241948
T 6016  1 .1672387E+07   6000013E-02  .2567E+03 -.1909E+03   .9999599  .0087424  .0019238
T 6017  1 .1686899E+07   6000013E-02  .1279E+02 -.1023E+04   .9993459 -.0086140 -.0351217
T 6018  1 .1683668E+07   6000130E-02  .8149E+02 -.4459E+03   .9998793  .0100083 -.0118835
T 6019  1 .1670087E+07   6000118E-02  .5249E+03  .1191E+03   .9998492  .0155054  .0078256
T 6020  1 .1692515E+07   6000112E-02  .8420E+02 -.3190E+03   .9999863 -.0042885  .0030094
T 6021  1 .1667683E+07   6000101E-02 -.1488E+03 -.3280E+03   .9999572 -.0015473 -.0091256
T 6022  1 .1698206E+07   6000033E-02 -.4063E+03  .2937E+03   .9999079 -.0115881  .0070663
T 6023  1 .1679004E+07   6000120E-02 -.1697E+03  .3486E+03   .9998797 -.0115105  .0103992
T 6024  1 .1687854E+07   6000116E-02  .5724E+03  .1527E+03   .9997980  .0168218  .0109965
T 6025  1 .1674318E+07   6000038E-02 -.2548E+02  .1226E+03   .9999958  .0018759  .0022102
T 6026  1 .1686390E+07   6000130E-02  .1801E+03 -.3063E+03   .9999548  .0018355 -.0093302
T 6027  1 .1703210E+07   6000134E-02 -.5693E+03  .6884E+03   .9997724 -.0163978  .0136484
T 6028  1 .1699833E+07   6000077E-02 -.1314E+04  .1663E+04   .9996951 -.0176427  .0172781
T 6029  1 .1698640E+07   6000038E-02 -.9350E+02 -.9748E+01   .9999986 -.0016126 -.0005067
T 6030  1 .1690766E+07   6000077E-02 -.3517E+03 -.3926E+03   .9998070 -.0039891 -.0192352
T 6031  1 .1687433E+07   6000007E-02 -.2853E+03 -.8378E+02   .9999608  .0027060 -.0084310
T 6032  1 .1691003E+07   6000121E-02  .1320E+03  .1725E+02   .9999409  .0106035 -.0023800
T 6033  1 .1682530E+07   6000074E-02  .4673E+02  .4036E+02   .9999835  .0014809  .0055588
T 6034  1 .1684930E+07   6000078E-02 -.8072E+02  .5909E+02   .9999506 -.0088105 -.0045944
T 6035  1 .1672098E+07   6000068E-02 -.6565E+03  .6346E+03   .9995626 -.0270542  .0119435
T 6036  1 .1671721E+07   6000118E-02  .2653E+03 -.2896E+03   .9999734  .0046017  .0056544
T 6037  1 .1680126E+07   6000126E-02 -.6200E+02  .9973E+03   .9993561 -.0069862  .0351926
T 6038  1 .1674795E+07   6000143E-02 -.8586E+02 -.2255E+03   .9999862 -.0037395 -.0036966
T 6039  1 .1693096E+07   6000133E-02  .6602E+03  .1916E+03   .9999362  .0091234 -.0066588
T 6040  1 .1698231E+07   6000134E-02  .4488E+03  .4161E+02   .9997634  .0180630  .0121214
T 6041  1 .1675019E+07   6000177E-02  .2348E+01 -.5770E+02   .9999916 -.0021967  .0034667
T 6042  1 .1698849E+07   6000141E-02 -.8754E+03 -.5519E+03   .9997453 -.0192653 -.0117518
T 6043  1 .1690700E+07   6000130E-02  .4974E+02 -.2066E+03   .9999871  .0050676 -.0001887
T 6044  1 .1692769E+07   6000012E-02 -.1627E+03 -.3305E+03   .9999473  .0051576 -.0088724
T 6045  1 .1682358E+07   6000175E-02 -.3075E+03 -.8310E+03   .9997022 -.0061385 -.0236200
T 6046  1 .1686332E+07   6000119E-02  .4324E+03  .8869E+03   .9997131  .0170031  .0168728
T 6047  1 .1654718E+07   6000007E-02 -.2907E+02  .7352E+01   .9998325 -.0131067  .0127758
T 6048  1 .1705404E+07   6000122E-02  .3076E+03  .1455E+03   .9997539  .0220868 -.0020837
T 6049  1 .1687314E+07   6000066E-02 -.3764E+03 -.2695E+03   .9998520 -.0103415 -.0137479
T 6050  1 .1678010E+07   6000093E-02  .2861E+03 -.1355E+04   .9993074  .0224859 -.0296501
T 6051  1 .1695401E+07   6000017E-02  .2381E+03  .4961E+03   .9998993 -.0027206  .0139312
T 6052  1 .1695750E+07   6000095E-02 -.1392E+03 -.1539E+03   .9998681 -.0057699 -.0151804
T 6053  1 .1685353E+07   6000176E-02  .2978E+03  .4256E+03   .9997600  .0171637  .0136128
T 6054  1 .1707043E+07   6000142E-02  .3105E+03 -.1165E+03   .9999665  .0081719 -.0005264
T 6055  1 .1680924E+07   6000163E-02  .4419E+02  .2544E+03   .9999766 -.0064390 -.0022968
T 6056  1 .1671618E+07   6000170E-02  .1479E+03 -.3724E+03   .9998866  .0088633 -.0121738
T 6057  1 .1700444E+07   6000072E-02 -.5068E+03  .4543E+03   .9997003 -.0211429  .0123380
T 6058  1 .1691120E+07   6000172E-02 -.5830E+01  .9624E+03   .9997109  .0053882  .0234306
T 6059  1 .1701817E+07   6000142E-02  .5575E+03 -.3418E+03   .9997347  .0175397 -.0149283
T 6060  1 .1681022E+07   6000079E-02 -.4363E+03 -.8074E+02   .9998723 -.0089398 -.0132496
T 6061  1 .1689949E+07   6000171E-02  .4917E+03 -.3697E+02   .9999506  .0076956 -.0062897
T 6062  1 .1682232E+07   6000038E-02 -.2362E+03 -.8979E+00   .9999975  .0022242 -.0001046
T 6063  1 .1691926E+07   6000109E-02  .3259E+03  .2640E+03   .9999263  .0118999 -.0024120
T 6064  1 .1668554E+07   6000097E-02 -.9587E+02 -.1455E+03   .9999729 -.0009448 -.0072978
T 6065  1 .1678196E+07   6000100E-02 -.1253E+03  .1069E+04   .9996807 -.0000673  .0252686
T 6066  1 .1689520E+07   6000069E-02 -.3308E+03  .4873E+03   .9998261 -.0101207  .0156661
T 6067  1 .1692842E+07   6000030E-02 -.6137E+02  .1280E+03   .9999956  .0004071  .0029448
T 6068  1 .1692495E+07   6000134E-02  .1812E+02  .4701E+03   .9998782  .0085297  .0130686
T 6069  1 .1684437E+07   6000142E-02 -.2075E+02  .5774E+02   .9999471 -.0097471 -.0032704
T 6070  1 .1691266E+07   6000070E-02 -.4970E+03  .2811E+03   .9998386 -.0094321  .0152916
T 6071  1 .1689089E+07   6000132E-02 -.1766E+03  .2534E+03   .9998764 -.0144572 -.0061739
T 6072  1 .1688265E+07   6000141E-02  .2517E+03 -.1078E+04   .9991934 -.0001557 -.0401550
T 6073  1 .1687593E+07   6000099E-02  .1221E+03  .7933E+02   .9999459  .0101425  .0022978
T 6074  1 .1660366E+07   6000015E-02 -.5543E+03 -.2200E+03   .9997317 -.0215033 -.0086096
T 6075  1 .1688056E+07   6000123E-02  .9709E+02  .3383E+03   .9999969  .0018790  .0016334
T 6076  1 .1667069E+07   6000159E-02 -.1869E+04  .2196E+03   .9991743 -.0405624  .0023222
T 6077  1 .1676656E+07   6000124E-02 -.2744E+03 -.2326E+03   .9999325 -.0045246 -.0107015
T 6078  1 .1685922E+07   6000084E-02 -.5099E+03 -.1147E+04   .9990545  .0074514 -.0428321
T 6079  1 .1686549E+07   6000175E-02 -.1704E+01  .2649E+03   .9999550 -.0091143 -.0026202
T 6080  1 .1693015E+07   6000025E-02 -.1503E+03  .2740E+03   .9999273 -.0093294  .0076389
T 6081  1 .1671947E+07   6000028E-02  .1898E+03 -.1470E+03   .9999023  .0124355  .0063904
T 6082  1 .1702415E+07   6000071E-02  .1168E+03  .6187E+03   .9997840  .0083610  .0190298
T 6083  1 .1686896E+07   6000009E-02 -.4922E+03 -.1190E+02   .9998979 -.0116431  .0082802
T 6084  1 .1697620E+07   6000073E-02 -.9841E+03 -.3274E+03   .9991118 -.0397228 -.0140600
T 6085  1 .1716100E+07   6000142E-02 -.4752E+02  .6503E+03   .9999360  .0045865  .0103397
T 6086  1 .1684097E+07   6000117E-02 -.3883E+03 -.4960E+02   .9997771 -.0210664 -.0014301
T 6087  1 .1691235E+07   6000133E-02 -.2274E+03  .7486E+03   .9996992 -.0101996  .0223044
T 6088  1 .1694497E+07   6000031E-02 -.1838E+03  .4484E+03   .9998892  .0003479  .0148786
T 6089  1 .1687462E+07   6000147E-02 -.4009E+03 -.3367E+03   .9998767 -.0121453 -.0099540
T 6090  1 .1700516E+07   6000129E-02 -.2100E+03 -.8036E+02   .9999355 -.0082942 -.0077614
T 6091  1 .1684176E+07   6000014E-02 -.1097E+04  .8888E+02   .9994377 -.0334099 -.0028221
T 6092  1 .1684511E+07   6000010E-02  .2128E+03  .1529E+03   .9999195  .0070017  .0105773
T 6093  1 .1689208E+07   6000124E-02 -.5197E+03 -.9863E+02   .9997427 -.0202348 -.0102549
T 6094  1 .1686516E+07   6000163E-02  .1957E+03 -.2602E+03   .9999924  .0022570 -.0031751
T 6095  1 .1697377E+07   6000144E-02 -.4385E+03 -.3307E+03   .9997874 -.0135809 -.0155153
T 6096  1 .1689591E+07   6000101E-02  .7964E+03 -.4157E+03   .9996935  .0208105 -.0134106
T 6097  1 .1680249E+07   6000147E-02  .4028E+03  .2094E+03   .9999667  .0002071  .0081628
T 6098  1 .1682921E+07   6000118E-02  .7881E+03  .1722E+03   .9993882  .0334575  .0101847
T 6099  1 .1691755E+07   6000167E-02  .1737E+03  .2650E+03   .9998848  .0145488  .0043315
T 6100  1 .1671807E+07   6000019E-02 -.1208E+02 -.1803E+03   .9999791  .0007275 -.0064258
T 6101  1 .1653155E+07   6000130E-02  .5100E+03  .6011E+03   .9992331  .0127449  .0370234
T 6102  1 .1684054E+07   6000030E-02 -.4581E+03  .1117E+03   .9996892 -.0249269  .0004837
T 6103  1 .1709483E+07   6000051E-02  .1339E+03  .4975E+02   .9999470  .0014637 -.0101861
T 6104  1 .1673654E+07   6000119E-02  .3481E+03  .1439E+02   .9999886 -.0009430 -.0046756
T 6105  1 .1690196E+07   6000146E-02 -.2074E+03 -.4696E+03   .9998783 -.0088448 -.0128503
T 6106  1 .1691471E+07   6000093E-02 -.6043E+01  .4260E+03   .9998256 -.0013642  .0186279
T 6107  1 .1683217E+07   6000021E-02 -.2657E+03 -.1711E+03   .9991625 -.0407570 -.0036387
T 6108  1 .1664163E+07   6000023E-02 -.2808E+02  .2948E+03   .9998221 -.0060106  .0178765
T 6109  1 .1670021E+07   6000077E-02 -.7290E+03  .2205E+02   .9999681  .0068475  .0041141
T 6110  1 .1683085E+07   6000008E-02  .1662E+03 -.2611E+02   .9999815  .0048510 -.0036617
T 6111  1 .1700455E+07   6000161E-02  .6696E+03  .4771E+03   .9996938  .0180156  .0169653
T 6112  1 .1687749E+07   6000126E-02  .7998E+03 -.1449E+04   .9991463  .0192742 -.0365404
T 6113  1 .1687420E+07   6000136E-02  .7871E+02 -.1863E+03   .9999852  .0027571 -.0046806
T 6114  1 .1698331E+07   6000145E-02 -.5742E+02  .2760E+03   .9999486 -.0050532  .0087949
T 6115  1 .1708903E+07   6000107E-02 -.6396E+03  .2331E+03   .9997670 -.0205357  .0066552
T 6116  1 .1680736E+07   6000156E-02  .2932E+03  .8444E+03   .9994930  .0272547  .0164574
T 6117  1 .1687352E+07   6000113E-02  .5181E+03 -.5704E+03   .9998572  .0021316 -.0167649
T 6118  1 .1701786E+07   6000164E-02  .3453E+03 -.3660E+01   .9999827  .0058687  .0004143
T 6119  1 .1681976E+07   6000135E-02 -.4692E+02  .2584E+03   .9999280 -.0072537  .0095576
T 6120  1 .1674416E+07   6000097E-02 -.7912E+01  .2643E+03   .9999703 -.0041243  .0065140
T 6121  1 .1664321E+07   6000090E-02 -.2158E+02 -.5553E+02   .9999876 -.0049763 -.0003342
T 6122  1 .1683978E+07   6000154E-02  .1147E+03  .8082E+03   .9999348 -.0048827  .0103230
T 6123  1 .1695658E+07   6000134E-02  .2504E+02  .4596E+01   .9998986 -.0139527  .0028611
T 6124  1 .1653297E+07   6000152E-02 -.3862E+03 -.6562E+02   .9999653 -.0076148  .0033731
T 6125  1 .1678794E+07   6000147E-02  .3154E+03  .9452E+01   .9993710  .0184605 -.0302794
T 6126  1 .1693468E+07   6000135E-02 -.6190E+03  .8564E+03   .9984923 -.0318526  .0447046
T 6127  1 .1677362E+07   6000175E-02  .4558E+02  .3966E+03   .9999621  .0019414  .0084912
T 6128  1 .1690372E+07   6000160E-02  .7934E+00  .3388E+03   .9999165 -.0066498  .0110774
T 6129  1 .1695001E+07   6000177E-02 -.4396E+03 -.2293E+03   .9999340 -.0074971 -.0087069
T 6130  1 .1695540E+07   6000156E-02  .4042E+03  .1823E+03   .9999637 -.0058023  .0062468
T 6131  1 .1702923E+07   6000158E-02  .1673E+03 -.2645E+03   .9999001  .0141239 -.0005693
T 6132  1 .1666475E+07   6000101E-02  .3459E+03 -.6877E+03   .9999392  .0028126 -.0106607
T 6133  1 .1665123E+07   6000057E-02  .3015E+01 -.1657E+03   .9999711  .0039001  .0065204
T 6134  1 .1686319E+07   6000090E-02  .6815E+02 -.1200E+03   .9999645  .0014343 -.0083011
T 6135  1 .1675484E+07   6000137E-02  .4161E+03  .5858E+01   .9999648  .0081906  .0018413
T 6136  1 .1684257E+07   6000123E-02 -.2655E+03  .2451E+03   .9998435 -.0117236  .0132459
T 6137  1 .1672804E+07   6000048E-02 -.6986E-01  .8307E+02   .9998836 -.0152569  .0000343
T 6138  1 .1671555E+07   6000015E-02  .2181E+03 -.4758E+03   .9999308 -.0050421 -.0106257
T 6139  1 .1689410E+07   6000117E-02 -.1569E+03  .2620E+03   .9999652 -.0082288 -.0013969
